	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	EndTrialTimeStamp	stopSignalOnset	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	feedbackResp.rt	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	auctionResponse.rt	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 131
17				z	0.0	-200.0										3.0	0.0	6.0	0.0																																																				176.99591112099998	stop	hexagonorange.gif	stop	2.0	None	0.0		None	0.0	0.0013279914856	0.516115903854	179.9990201	0.766459941864																																											2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
18				m	0.0	200.0										3.0	1.0	7.0	1.0																																																				179.999494076	stop	hexagonorange.gif	stop	2.0	m	1.0	0.467957019806	None	0.0	0.0010130405426	0.51571393013	183.002427101	0.766098976135																																											2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
19				m	0.0	200.0										4.0	0.0	8.0	1.0																																																				183.00278997400002	stop	crosscyan.gif	stop	0.5	m	1.0	0.451112985611	None	0.0	0.0009520053863530001	0.515777826309	186.00584816900002	0.765922784805																																											2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
20				m	0.0	200.0										4.0	1.0	9.0	1.0																																																				186.00625205	go	squaremagenta.gif	go	0.5	m	1.0	0.484498023987	None	0.0	0.00100612640381	0.515669107437	189.00913405400001																																												2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
21																																																																																					9.0	114.706843853																																									2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
22																																																						9.0	13.56554389																																																																								2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
23	200.0	s	-200.0																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0																													s	1.0	0.46771407127400005	None	0.0	2.0	lineyellow.gif	go																								1.86	0.507708072662	0.0008862018585209999	0.46771407127400005	1.0	s	320.42404604																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
24	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0																													a	1.0	0.434271097183	None	0.0	4.0	trianglegray.gif	stop																								4.15	0.513585090637	0.000890016555786	0.434271097183	1.0	a	323.426687002																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
25	200.0	s	-200.0																	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0																													s	1.0	0.384308099747	None	0.0	1.0	circleblue.gif	go																								0.0	0.514086961746	0.00103497505188	0.384308099747	1.0	s	326.43023896200003																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
26	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0																													w	1.0	0.367574930191	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.9	0.514168977737	0.0013120174408	0.367574930191	1.0	w	329.433241129																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
27	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0																													w	1.0	0.43460893631	None	0.0	1.0	circleblue.gif	go																								1.05	0.514535903931	0.0009100437164310001	0.43460893631	1.0	w	332.436486006																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
28	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	1.0	5.0	2.0																													s	1.0	0.400892972946	None	0.0	0.5	crosscyan.gif	stop																								0.0	0.514377117157	0.000961065292358	0.400892972946	1.0	s	335.439992189																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
29	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	2.0	6.0	2.0																													s	1.0	0.384673833847	None	0.0	1.0	circleblue.gif	go																								1.1	0.514330863953	0.0008978843688960001	0.384673833847	1.0	s	338.443339109																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
30	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	3.0	7.0	2.0																													s	1.0	0.333863019943	None	0.0	1.0	invertedtrianglegreen.gif	stop																								1.1	0.514752864838	0.000942945480347	0.333863019943	1.0	s	341.446952105																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
31	200.0	s	-200.0																	0.0	0.0	0.0	0.0	2.0	0.0	8.0	2.0																													s	1.0	0.433945178986	None	0.0	1.0	circleblue.gif	go																								1.03	0.514236927032	0.000977039337158	0.433945178986	1.0	s	344.45023918199996																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
32	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	1.0	9.0	3.0																													a	1.0	0.367626905441	None	0.0	4.0	trianglegray.gif	stop																								3.97	0.514140129089	0.0008959770202639998	0.367626905441	1.0	a	347.45336818699997																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
33	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	2.0	10.0	3.0																													a	1.0	0.400782108307	None	0.0	4.0	diamondwhite.gif	go																								3.89	0.514542102814	0.0009140968322749999	0.400782108307	1.0	a	350.456986189																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
34	200.0	s	-200.0																	0.0	0.0	0.0	0.0	2.0	3.0	11.0	2.0																													s	1.0	0.3673350811	None	0.0	0.5	crosscyan.gif	stop																								0.0	0.513932228088	0.0009012222290039999	0.3673350811	1.0	s	353.460294008																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
35	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	3.0	0.0	12.0	3.0																													a	1.0	0.350796937943	None	0.0	2.0	lineyellow.gif	go																								2.22	0.514112949371	0.000892877578735	0.350796937943	1.0	a	356.463554144																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
36	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	1.0	13.0	1.0																													q	1.0	0.417722940445	None	0.0	4.0	trianglegray.gif	stop																								4.01	0.514187097549	0.0009109973907470001	0.417722940445	1.0	q	359.46729111699995																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
37	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	2.0	14.0	1.0																													q	1.0	0.350888967514	None	0.0	4.0	diamondwhite.gif	go																								0.0	0.513499975204	0.000913858413696	0.350888967514	1.0	q	362.47028899199995																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
38	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	3.0	3.0	15.0	3.0																													a	1.0	0.384074926376	None	0.0	4.0	trianglegray.gif	stop																								3.78	0.51443696022	0.0009019374847410001	0.384074926376	1.0	a	365.473591089																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
39	200.0	s	-200.0																	0.0	0.0	0.0	0.0	4.0	0.0	16.0	2.0																													s	1.0	0.383903980255	None	0.0	4.0	diamondwhite.gif	go																								4.04	0.514616966248	0.0010938644409200001	0.383903980255	1.0	s	368.477234125																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
40	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	1.0	17.0	3.0																													a	1.0	0.43469595909100006	None	0.0	0.5	crosscyan.gif	stop																								0.32	0.513300180435	0.0008959770202639998	0.43469595909100006	1.0	a	371.480355024																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
41	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	2.0	18.0	3.0																													a	1.0	0.384369850159	None	0.0	2.0	lineyellow.gif	go																								0.0	0.514279127121	0.00102710723877	0.384369850159	1.0	a	374.48400807400003																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
42	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	3.0	19.0	3.0																													a	1.0	0.401053905487	None	0.0	0.5	squaremagenta.gif	go																								0.66	0.513818025589	0.0009019374847410001	0.401053905487	1.0	a	377.487102032																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
43	-200.0	q	200.0																	0.0	0.0	0.0	0.0	5.0	0.0	20.0	1.0																													q	1.0	0.45072889328000004	None	0.0	2.0	hexagonorange.gif	stop																								2.21	0.514475822449	0.0008978843688960001	0.45072889328000004	1.0	q	380.490369081																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
44	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	1.0	21.0	2.0																													s	1.0	0.384010076523	None	0.0	1.0	invertedtrianglegreen.gif	stop																								1.23	0.514189958572	0.000964879989624	0.384010076523	1.0	s	383.493843079																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
45	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	2.0	22.0	2.0																													s	1.0	0.367209911346	None	0.0	1.0	circleblue.gif	go																								1.16	0.514401912689	0.0008950233459470001	0.367209911346	1.0	s	386.496999025																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
46	-200.0	q	200.0																	0.0	0.0	0.0	0.0	5.0	3.0	23.0	1.0																													q	1.0	0.43395400047300003	None	0.0	0.5	crosscyan.gif	stop																								0.33	0.514595985413	0.0008940696716310001	0.43395400047300003	1.0	q	389.500746965																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
47	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	6.0	0.0	24.0	3.0																													a	1.0	0.451259851456	None	0.0	4.0	trianglegray.gif	stop																								4.1	0.5134479999539999	0.0009441375732419999	0.451259851456	1.0	a	392.504117012																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
48	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	1.0	25.0	2.0																													s	1.0	0.401189088821	None	0.0	2.0	lineyellow.gif	go																								2.16	0.513877868652	0.000888824462891	0.401189088821	1.0	s	395.50715208099996																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
49	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	6.0	2.0	26.0	3.0																													a	1.0	0.384361028671	None	0.0	0.5	squaremagenta.gif	go																								0.41	0.5143229961399999	0.000885009765625	0.384361028671	1.0	a	398.510287046																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
50	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	6.0	3.0	27.0	3.0																													a	1.0	0.383841991425	None	0.0	4.0	diamondwhite.gif	go																								4.01	0.514542102814	0.000928163528442	0.383841991425	1.0	a	401.514109135																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
51	-200.0	q	200.0																	0.0	0.0	0.0	0.0	7.0	0.0	28.0	1.0																													q	1.0	0.43408679962200003	None	0.0	2.0	hexagonorange.gif	stop																								1.87	0.514189004898	0.0009140968322749999	0.43408679962200003	1.0	q	404.517208099																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
52	-200.0	q	200.0																	0.0	0.0	0.0	0.0	7.0	1.0	29.0	1.0																													q	1.0	0.400902986526	None	0.0	0.5	squaremagenta.gif	go																								0.0	0.5141859054569999	0.0008878707885739998	0.400902986526	1.0	q	407.520774126																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
53	200.0	s	-200.0																	0.0	0.0	0.0	0.0	7.0	2.0	30.0	2.0																													s	1.0	0.43422198295599995	None	0.0	4.0	trianglegray.gif	stop																								0.0	0.5139930248260001	0.000904083251953	0.43422198295599995	1.0	s	410.52387714400004																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
54	200.0	w	200.0																	0.0	0.0	0.0	0.0	7.0	3.0	31.0	0.0																													w	1.0	0.35037803649899996	None	0.0	0.5	squaremagenta.gif	go																								0.56	0.514376163483	0.0009069442749019998	0.35037803649899996	1.0	w	413.527235985																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
55	-200.0	q	200.0																	0.0	0.0	0.0	0.0	8.0	0.0	32.0	1.0																													q	1.0	0.43416094780000003	None	0.0	4.0	trianglegray.gif	stop																								3.98	0.514460086823	0.000996112823486	0.43416094780000003	1.0	q	416.530934095																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
56	200.0	w	200.0																	0.0	0.0	0.0	0.0	8.0	1.0	33.0	0.0																													w	1.0	0.368156909943	None	0.0	0.5	crosscyan.gif	stop																								0.37	0.514029026031	0.000909090042114	0.368156909943	1.0	w	419.53402209300003																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
57	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	2.0	34.0	3.0																													a	1.0	0.400993824005	None	0.0	2.0	hexagonorange.gif	stop																								1.79	0.514314889908	0.0010449886322	0.400993824005	1.0	a	422.53743314699994																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
58	200.0	s	-200.0																	0.0	0.0	0.0	0.0	8.0	3.0	35.0	2.0																													s	1.0	0.367661952972	None	0.0	0.5	crosscyan.gif	stop																								0.69	0.5140888690950001	0.0009369850158689999	0.367661952972	1.0	s	425.54068303099996																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
59	200.0	w	200.0																	0.0	0.0	0.0	0.0	9.0	0.0	36.0	0.0																													w	1.0	0.401108980179	None	0.0	1.0	invertedtrianglegreen.gif	stop																								1.2	0.51437997818	0.0008940696716310001	0.401108980179	1.0	w	428.54407215099997																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
60	200.0	w	200.0																	0.0	0.0	0.0	0.0	9.0	1.0	37.0	0.0																													w	1.0	0.36778497695900003	None	0.0	2.0	lineyellow.gif	go																								2.08	0.5141398906710001	0.0009670257568360001	0.36778497695900003	1.0	w	431.547491074																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
61	-200.0	q	200.0																	0.0	0.0	0.0	0.0	9.0	2.0	38.0	1.0																													q	1.0	0.35074901580799994	None	0.0	2.0	lineyellow.gif	go																								0.0	0.514358043671	0.000898838043213	0.35074901580799994	1.0	q	434.550853968																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
62	-200.0	q	200.0																	0.0	0.0	0.0	0.0	9.0	3.0	39.0	1.0																													q	1.0	0.384815216064	None	0.0	0.5	crosscyan.gif	stop																								0.54	0.513958930969	0.000904083251953	0.384815216064	1.0	q	437.554244041																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
63	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	10.0	0.0	40.0	3.0																													a	1.0	0.38459610939000005	None	0.0	2.0	lineyellow.gif	go																								1.92	0.513564825058	0.0009448528289790001	0.38459610939000005	1.0	a	440.557579041																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
64	-200.0	q	200.0																	0.0	0.0	0.0	0.0	10.0	1.0	41.0	1.0																													q	1.0	0.434057950974	None	0.0	4.0	trianglegray.gif	stop																								4.06	0.5141341686249999	0.00097918510437	0.434057950974	1.0	q	443.56080818199996																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
65	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	10.0	2.0	42.0	3.0																													a	1.0	0.38455700874300003	None	0.0	1.0	invertedtrianglegreen.gif	stop																								1.05	0.514232873917	0.0008940696716310001	0.38455700874300003	1.0	a	446.564521074																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
66	200.0	w	200.0																	0.0	0.0	0.0	0.0	10.0	3.0	43.0	0.0																													w	1.0	0.367473125458	None	0.0	2.0	lineyellow.gif	go																								1.99	0.513854980469	0.0008978843688960001	0.367473125458	1.0	w	449.567653179																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
67	200.0	w	200.0																	0.0	0.0	0.0	0.0	11.0	0.0	44.0	0.0																													w	1.0	0.334181070328	None	0.0	0.5	crosscyan.gif	stop																								0.34	0.514335870743	0.000908851623535	0.334181070328	1.0	w	452.570850134																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
68	-200.0	q	200.0																	0.0	0.0	0.0	0.0	11.0	1.0	45.0	1.0																													q	1.0	0.367009878159	None	0.0	0.5	crosscyan.gif	stop																								0.28	0.514700174332	0.00126504898071	0.367009878159	1.0	q	455.57465195699996																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
69	200.0	w	200.0																	0.0	0.0	0.0	0.0	11.0	2.0	46.0	0.0																													w	1.0	0.300557136536	None	0.0	2.0	hexagonorange.gif	stop																								1.84	0.51392698288	0.0008990764617919999	0.300557136536	1.0	w	458.577687979																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
70	200.0	s	-200.0																	0.0	0.0	0.0	0.0	11.0	3.0	47.0	2.0																													s	1.0	0.367285013199	None	0.0	0.5	squaremagenta.gif	go																								0.26	0.514313936234	0.0008978843688960001	0.367285013199	1.0	s	461.58092308																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
71	200.0	s	-200.0																	0.0	0.0	0.0	0.0	12.0	0.0	48.0	2.0																													s	1.0	0.367457151413	None	0.0	4.0	trianglegray.gif	stop																								3.98	0.514433860779	0.000949859619141	0.367457151413	1.0	s	464.58455514900004																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
72	-200.0	q	200.0																	0.0	0.0	0.0	0.0	12.0	1.0	49.0	1.0																													q	1.0	0.40098810195900003	None	0.0	0.5	crosscyan.gif	stop																								0.0	0.514070987701	0.000890016555786	0.40098810195900003	1.0	q	467.587752104																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
73	-200.0	q	200.0																	0.0	0.0	0.0	0.0	12.0	2.0	50.0	1.0																													q	1.0	0.400909900665	None	0.0	0.5	crosscyan.gif	stop																								0.49	0.5143229961399999	0.000974893569946	0.400909900665	1.0	q	470.59147596400004																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
74	200.0	s	-200.0																	0.0	0.0	0.0	0.0	12.0	3.0	51.0	2.0																													s	1.0	0.350888967514	None	0.0	0.5	crosscyan.gif	stop																								0.42	0.5136690139769999	0.00090503692627	0.350888967514	1.0	s	473.59457707400003																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
75	-200.0	q	200.0																	0.0	0.0	0.0	0.0	13.0	0.0	52.0	1.0																													q	1.0	0.45090389251699997	None	0.0	1.0	circleblue.gif	go																								0.0	0.514168977737	0.0008950233459470001	0.45090389251699997	1.0	q	476.59772300699996																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
76	200.0	w	200.0																	0.0	0.0	0.0	0.0	13.0	1.0	53.0	0.0																													w	1.0	0.417404174805	None	0.0	4.0	diamondwhite.gif	go																								3.88	0.514095067978	0.0009551048278810001	0.417404174805	1.0	w	479.601037025																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
