	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	feedbackResp.rt	beginningSSD	EndingSSD	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionResponse.rt	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 130
751																																									1.0	0.0	1.0	0.0	15.0	0.0	15.0	0.0																							3369.43869901													3375.44455886																								r	2.58631706238	3.58593511581	invertedtrianglecyan.gif	[102, 68, 204, 136, 34, 170]	1.0	go	102.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
752																																									1.0	0.0	1.0	0.0	16.0	0.0	16.0	0.0																							3375.44574285													3381.45090389																								u	3.3707220554400004	4.37063479424	diamondblue.gif	[132, 44, 264, 220, 88, 176]	2.0	stop	220.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
753																																									1.0	0.0	1.0	0.0	17.0	0.0	17.0	0.0																							3381.45195389													3387.45762706																								t	3.3535931110400004	4.3552570343	invertedtrianglecyan.gif	[216, 108, 270, 324, 54, 162]	1.0	go	108.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
754																																									1.0	0.0	1.0	0.0	18.0	0.0	18.0	0.0																							3387.45865893													3393.46428084																								u	1.0347969531999999	2.03526902199	hexagongray.gif	[234, 78, 39, 195, 156, 117]	2.0	go	195.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
755																																									1.0	0.0	1.0	0.0	19.0	0.0	19.0	0.0																							3393.46577382													3399.47136402																								r	1.5517961978900001	2.55200195312	squaregreen.gif	[44, 132, 88, 220, 176, 264]	0.5	go	44.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
756																																									2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0																							3402.84361005													3408.84853387																								r	1.70257401466	2.7017669677700002	crosswhite.gif	[102, 204, 136, 68, 170, 34]	1.0	stop	102.0	9.0	1.5289669036899998									2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
757																																									2.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0																							3408.85004997													3414.8555460000002																								o	1.78544688225	2.7856831550599996	lineorange.gif	[44, 88, 176, 132, 220, 264]	4.0	go	264.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
758																																									2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0																							3414.85657191													3420.8614850000004																								t	2.2694568634	3.27026486397	invertedtrianglecyan.gif	[156, 117, 195, 39, 234, 78]	1.0	go	117.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
759																																									2.0	0.0	2.0	0.0	3.0	0.0	3.0	0.0																							3420.86251497													3426.86854196																								r	1.58500599861	2.57056498528	circleyellow.gif	[54, 162, 216, 270, 108, 324]	0.5	stop	54.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
760																																									2.0	0.0	2.0	0.0	4.0	0.0	4.0	0.0																							3426.86958504													3432.87508798																								y	2.72030186653	3.72118496895	diamondblue.gif	[78, 156, 195, 234, 117, 39]	2.0	stop	195.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
