xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,11,1,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2442.24473906,go,linewhite.gif,go,0.5,z,1,0.485050916672,None,0,0.000942945480347,0.51474905014,2445.24772406,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,12,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2445.24818301,go,squareorange.gif,go,4.0,z,1,0.333379983902,None,0,0.000930786132812,0.514998912811,2448.25056005,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,12,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2448.251019,go,triangleblue.gif,go,2.0,z,1,0.601181983948,None,0,0.000928163528442,0.515497207642,2451.25447392,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,13,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451.25493193,go,squareorange.gif,go,4.0,z,1,0.818063020706,None,0,0.000922918319702,0.514693975449,2454.25784802,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,13,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454.25830698,go,squareorange.gif,go,4.0,z,1,0.683969974518,None,0,0.00102710723877,0.51508808136,2457.26106405,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,14,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457.26152301,go,triangleblue.gif,go,2.0,z,1,0.434119939804,None,0,0.000932931900024,0.514857053757,2460.26425195,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,14,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460.264709,stop,invertedtrianglegreen.gif,stop,4.0,None,0,,None,0,0.000931024551392,0.515377998352,2463.26778007,0.765295028687,,,,,,,,,,,,,,,,,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,15,0,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2463.26823807,stop,diamondmagenta.gif,stop,2.0,None,0,,None,0,0.00095796585083,0.514610767365,2466.27119803,0.915600776672,,,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,15,1,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466.27165508,go,squareorange.gif,go,4.0,m,1,0.667944908142,None,0,0.00091814994812,0.514965057373,2469.27450395,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,16,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2469.27496696,stop,invertedtrianglegreen.gif,stop,4.0,None,0,,None,0,0.000935077667236,0.515222072601,2472.27798295,0.815380096436,,,,,,,,,,,,,,,,,,,,0.3,0.35,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,16,1,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472.278579,stop,invertedtrianglegreen.gif,stop,4.0,None,0,,None,0,0.000951051712036,0.514538049698,2475.28124905,0.96475815773,,,,,,,,,,,,,,,,,,,,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,17,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475.2817049,go,linewhite.gif,go,0.5,z,1,0.617615938187,None,0,0.000931978225708,0.515161037445,2478.28456092,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,17,1,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2478.28502107,go,diamondmagenta.gif,stop,2.0,m,1,0.701550006866,None,0,0.000932931900024,0.515005111694,2481.28817797,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526.27698493,go,squareorange.gif,go,4.0,m,1,0.584342002869,None,0,0.000859975814819,0.510072946548,2529.27565002,,9,43.3315401077,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529.27613592,go,squareorange.gif,go,4.0,m,1,0.367801904678,None,0,0.000921964645386,0.514735937119,2532.27930713,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2532.27990198,go,triangleblue.gif,go,2.0,z,1,0.500866889954,None,0,0.00110602378845,0.514191150665,2535.28203106,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2535.28249097,go,circlegray.gif,go,1.0,m,1,0.35088300705,None,0,0.000942945480347,0.515249013901,2538.28558803,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2538.28604507,go,invertedtrianglegreen.gif,stop,4.0,z,1,0.317845821381,None,0,0.000931024551392,0.514969825745,2541.28860593,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2541.28910708,stop,hexagonyellow.gif,stop,0.5,z,1,0.51748085022,None,0,0.000938892364502,0.515288114548,2544.29233789,0.865842103958,,,,,,,,,,,,,,,,,,,,0.35,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2544.29278994,go,circlegray.gif,go,1.0,m,1,0.534795999527,None,0,0.00107002258301,0.514960050583,2547.29528594,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547.29574299,go,circlegray.gif,go,1.0,z,1,0.583851099014,None,0,0.000932931900024,0.515681028366,2550.29895902,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550.29941797,stop,crosscyan.gif,stop,1.0,m,1,0.53477191925,None,0,0.000930786132812,0.515043973923,2553.30221391,1.0155518055,,,,,,,,,,,,,,,,,,,,0.5,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2553.30267692,go,linewhite.gif,go,0.5,m,1,0.617758989334,None,0,0.00123190879822,0.514826059341,2556.30570793,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,5,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2556.30616403,go,triangleblue.gif,go,2.0,m,1,0.65106511116,None,0,0.000924825668335,0.515028953552,2559.3089211,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,5,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2559.30937505,go,triangleblue.gif,go,2.0,z,1,0.467802047729,None,0,0.000927925109863,0.515287876129,2562.31233501,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562.3129921,go,triangleblue.gif,go,2.0,m,1,0.634787082672,None,0,0.000944137573242,0.514374017715,2565.31565189,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2565.31612206,go,squareorange.gif,go,4.0,z,1,0.634177923203,None,0,0.00094199180603,0.515434980392,2568.31932902,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,7,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568.31978512,go,hexagonyellow.gif,stop,0.5,m,1,0.618124961853,None,0,0.000981092453003,0.514860153198,2571.32303095,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,7,1,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571.32354307,go,triangleblue.gif,go,2.0,z,1,0.634422063828,None,0,0.000931978225708,0.514497995377,2574.32588005,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,8,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574.32633805,go,circlegray.gif,go,1.0,z,1,0.400887966156,None,0,0.000935077667236,0.514971017838,2577.32898808,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,8,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2577.32944012,go,diamondmagenta.gif,stop,2.0,z,1,0.717689990997,None,0,0.000931978225708,0.515408992767,2580.33264899,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,9,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580.33317494,stop,hexagonyellow.gif,stop,0.5,None,0,,None,0,0.000937938690186,0.514965057373,2583.3363061,0.81516289711,,,,,,,,,,,,,,,,,,,,0.3,0.35,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,9,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2583.33676291,go,triangleblue.gif,go,2.0,m,1,0.501230955124,None,0,0.000974178314209,0.514836072922,2586.33939409,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,10,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2586.33985591,go,squareorange.gif,go,4.0,m,1,0.618046998978,None,0,0.000921010971069,0.514986038208,2589.34291911,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,10,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589.34337401,go,linewhite.gif,go,0.5,m,1,0.517174005508,None,0,0.000932931900024,0.515263795853,2592.34616208,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,11,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2592.34663892,stop,hexagonyellow.gif,stop,0.5,None,0,,None,0,0.00132703781128,0.515018939972,2595.34986091,0.865425109863,,,,,,,,,,,,,,,,,,,,0.35,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,11,1,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595.35031891,stop,diamondmagenta.gif,stop,2.0,None,0,,None,0,0.000927209854126,0.514800071716,2598.35339999,0.915246009827,,,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,12,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2598.35385394,stop,hexagonyellow.gif,stop,0.5,None,0,,None,0,0.000940084457397,0.514708995819,2601.35638595,0.96515417099,,,,,,,,,,,,,,,,,,,,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,12,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2601.35689306,go,circlegray.gif,go,1.0,z,1,0.701458215714,None,0,0.000951051712036,0.514393091202,2604.35976005,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,13,0,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604.36021996,go,circlegray.gif,go,1.0,m,1,0.500894069672,None,0,0.000932931900024,0.515188932419,2607.36323404,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,13,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607.36370611,go,squareorange.gif,go,4.0,z,1,0.450695991516,None,0,0.000919103622437,0.514945030212,2610.366606,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,14,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610.36712694,go,linewhite.gif,go,0.5,m,1,0.366941928864,None,0,0.000982999801636,0.515173912048,2613.36947393,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,14,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2613.36993504,go,squareorange.gif,go,4.0,z,1,0.367602109909,None,0,0.000945091247559,0.515339136124,2616.37320209,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,15,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616.37366509,go,triangleblue.gif,go,2.0,z,1,0.500690937042,None,0,0.00095796585083,0.515089988708,2619.376791,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,15,1,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2619.37730098,stop,diamondmagenta.gif,stop,2.0,m,1,0.567492008209,None,0,0.000927925109863,0.515003919601,2622.38013411,0.965167999268,,,,,,,,,,,,,,,,,,,,0.45,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,16,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622.38058996,go,triangleblue.gif,go,2.0,z,1,0.717726945877,None,0,0.000967979431152,0.515072107315,2625.38299394,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,16,1,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625.38345313,go,triangleblue.gif,go,2.0,m,1,0.901674985886,None,0,0.000963926315308,0.515516042709,2628.387007,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,17,0,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628.38747096,go,triangleblue.gif,go,2.0,m,1,0.734491109848,None,0,0.00094199180603,0.515039920807,2631.39025307,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,17,1,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2631.39071107,go,circlegray.gif,go,1.0,m,1,0.734452962875,None,0,0.0010621547699,0.515032052994,2634.393255,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.22277594,stop,invertedtrianglegreen.gif,stop,4.0,None,0,,None,0,0.000862836837769,0.509880065918,2703.22099805,0.910450935364,9,64.0534949303,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703.22148108,go,circlegray.gif,go,1.0,z,1,0.351125001907,None,0,0.000959873199463,0.5152759552,2706.22419596,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706.22465491,stop,diamondmagenta.gif,stop,2.0,z,1,0.334005832672,None,0,0.00127506256104,0.515243053436,2709.22796798,1.0154838562,,,,,,,,,,,,,,,,,,,,0.5,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709.22842693,stop,crosscyan.gif,stop,1.0,m,1,0.56739616394,None,0,0.00094199180603,0.514922857285,2712.23073196,0.965756893158,,,,,,,,,,,,,,,,,,,,0.45,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2712.23119211,stop,crosscyan.gif,stop,1.0,None,0,,None,0,0.000960111618042,0.515195131302,2715.23468709,0.915821075439,,,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715.23514199,stop,invertedtrianglegreen.gif,stop,4.0,m,1,0.617783784866,None,0,0.000931024551392,0.515067815781,2718.2377789,0.965094804764,,,,,,,,,,,,,,,,,,,,0.45,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718.2382369,stop,crosscyan.gif,stop,1.0,None,0,,None,0,0.000927925109863,0.514816999435,2721.24127102,0.915533065796,,,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2721.24172497,stop,invertedtrianglegreen.gif,stop,4.0,None,0,,None,0,0.00108504295349,0.514924049377,2724.2445569,0.965762853622,,,,,,,,,,,,,,,,,,,,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
