xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557.27258611,go,lineyellow.gif,go,2.0,z,1,0.600903987885,None,0,0.000936985015869,0.515115022659,2560.27546716,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.27592707,go,diamondwhite.gif,go,4.0,m,1,0.867580890656,None,0,0.000936985015869,0.515372037888,2563.27912402,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2563.2796371,go,circleblue.gif,go,1.0,m,1,0.734110116959,None,0,0.000927925109863,0.515064001083,2566.28238702,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,4,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2566.28284502,stop,trianglegray.gif,stop,4.0,None,0,,None,0,0.00142312049866,0.514781951904,2569.285671,1.06527495384,,,,,,,,,,,,,,,,,,,,0.55,0.6,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,5,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569.286134,go,squaremagenta.gif,go,0.5,m,1,0.767857074738,None,0,0.000918865203857,0.515182971954,2572.28913999,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,5,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572.28962302,stop,crosscyan.gif,stop,0.5,z,1,0.71764087677,None,0,0.000945091247559,0.515055179596,2575.29231405,1.11578202248,,,,,,,,,,,,,,,,,,,,0.6,0.55,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575.29277205,go,circleblue.gif,go,1.0,m,1,0.784608125687,None,0,0.00113296508789,0.514996051788,2578.29550219,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2578.29596114,go,lineyellow.gif,go,2.0,z,1,0.65128993988,None,0,0.000931024551392,0.515514850616,2581.29943609,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,7,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2581.29989505,go,diamondwhite.gif,go,4.0,z,1,0.717663049698,None,0,0.00092887878418,0.51472401619,2584.30218315,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,7,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2584.30264211,go,circleblue.gif,go,1.0,m,1,0.634551048279,None,0,0.000959157943726,0.51503610611,2587.30566001,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,8,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587.30612206,stop,invertedtrianglegreen.gif,stop,1.0,z,1,0.717596054077,None,0,0.000940084457397,0.515243053436,2590.30918097,1.06571102142,,,,,,,,,,,,,,,,,,,,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,8,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590.30964208,stop,hexagonorange.gif,stop,2.0,None,0,,None,0,0.000931978225708,0.514868974686,2593.31247211,1.01560902596,,,,,,,,,,,,,,,,,,,,0.5,0.55,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,9,0,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593.31299996,go,diamondwhite.gif,go,4.0,m,1,0.734874010086,None,0,0.000945091247559,0.514808177948,2596.31567097,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,9,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596.31613207,go,squaremagenta.gif,go,0.5,m,1,0.901345014572,None,0,0.000925064086914,0.51526594162,2599.31903315,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,10,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.31949496,go,hexagonorange.gif,stop,2.0,z,1,0.767963171005,None,0,0.000931024551392,0.515244007111,2602.32254601,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,10,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2602.32301807,stop,crosscyan.gif,stop,0.5,None,0,,None,0,0.000974893569946,0.515249013901,2605.32596397,1.06537985802,,,,,,,,,,,,,,,,,,,,0.55,0.6,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,11,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2605.32642007,go,trianglegray.gif,stop,4.0,z,1,0.717511177063,None,0,0.000941038131714,0.515109062195,2608.32896304,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,11,1,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2608.32941699,stop,invertedtrianglegreen.gif,stop,1.0,None,0,,None,0,0.000926971435547,0.515336990356,2611.33305907,0.915810108185,,,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,12,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611.33358002,go,diamondwhite.gif,go,4.0,m,1,0.884389877319,m,1,0.00092887878418,0.514662027359,2614.33605599,,,,,,,,,,,,,,,,,,,,,-1,-1,0.117033004761,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,12,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2614.33651304,stop,invertedtrianglegreen.gif,stop,1.0,None,0,,None,0,0.00116014480591,0.514929056168,2617.33944702,0.96568107605,,,,,,,,,,,,,,,,,,,,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,13,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2617.33990407,go,trianglegray.gif,stop,4.0,z,1,0.650726079941,None,0,0.000931024551392,0.51518201828,2620.34249401,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,13,1,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2620.34300113,go,lineyellow.gif,go,2.0,m,1,0.551158189774,None,0,0.00094199180603,0.51518702507,2623.34600496,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,14,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623.34646297,go,lineyellow.gif,go,2.0,z,1,0.651287078857,None,0,0.00115704536438,0.514945983887,2626.34907603,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,14,1,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2626.34953308,go,crosscyan.gif,stop,0.5,m,1,0.584090948105,None,0,0.000929117202759,0.515300989151,2629.35284615,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,15,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629.35330701,stop,invertedtrianglegreen.gif,stop,1.0,z,1,0.701056957245,None,0,0.00092601776123,0.514925956726,2632.35619617,1.11562800407,,,,,,,,,,,,,,,,,,,,0.6,0.55,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,15,1,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2632.35674214,go,diamondwhite.gif,go,4.0,z,1,0.78476190567,None,0,0.000974893569946,0.514672040939,2635.35952806,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,16,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2635.35998702,go,lineyellow.gif,go,2.0,z,1,0.71764421463,None,0,0.000928163528442,0.51521897316,2638.36263418,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,16,1,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2638.36309099,go,squaremagenta.gif,go,0.5,m,1,0.601460933685,None,0,0.000925064086914,0.515168905258,2641.365978,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,17,0,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2641.36664915,go,diamondwhite.gif,go,4.0,m,1,0.617980957031,None,0,0.000929117202759,0.514558076859,2644.36937213,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,17,1,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644.36982799,stop,invertedtrianglegreen.gif,stop,1.0,None,0,,None,0,0.000942945480347,0.51514005661,2647.37283206,1.01585292816,,,,,,,,,,,,,,,,,,,,0.5,0.55,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685.370296,go,squaremagenta.gif,go,0.5,z,1,0.417382955551,None,0,0.000956058502197,0.510342121124,2688.36886406,,9,36.2046229839,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688.36935401,stop,hexagonorange.gif,stop,2.0,z,1,0.333979845047,None,0,0.00093412399292,0.514754056931,2691.37242198,1.06570005417,,,,,,,,,,,,,,,,,,,,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2691.37291908,go,diamondwhite.gif,go,4.0,z,1,0.384246826172,None,0,0.00106501579285,0.514609098434,2694.37528896,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2694.37575412,stop,crosscyan.gif,stop,0.5,m,1,0.484287023544,None,0,0.000909090042114,0.515111207962,2697.37894106,1.06548810005,,,,,,,,,,,,,,,,,,,,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2697.37939811,stop,trianglegray.gif,stop,4.0,None,0,,None,0,0.000931024551392,0.514955997467,2700.38223505,1.0154440403,,,,,,,,,,,,,,,,,,,,0.5,0.55,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.38269305,stop,hexagonorange.gif,stop,2.0,z,1,0.534424066544,None,0,0.00110483169556,0.514814853668,2703.38542104,1.01536679268,,,,,,,,,,,,,,,,,,,,0.5,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703.38587809,go,lineyellow.gif,go,2.0,z,1,0.70089006424,None,0,0.00101184844971,0.515146017075,2706.38846612,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706.38892317,stop,invertedtrianglegreen.gif,stop,1.0,m,1,0.567765951157,None,0,0.000923156738281,0.515693187714,2709.39229512,1.06591320038,,,,,,,,,,,,,,,,,,,,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709.39278412,stop,invertedtrianglegreen.gif,stop,1.0,None,0,,None,0,0.000960826873779,0.514789819717,2712.39563107,0.964996814728,,,,,,,,,,,,,,,,,,,,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,4,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2712.39608717,stop,crosscyan.gif,stop,0.5,z,1,0.433923959732,None,0,0.000993013381958,0.5151720047,2715.39889503,1.01566696167,,,,,,,,,,,,,,,,,,,,0.5,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,5,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715.39935112,stop,hexagonorange.gif,stop,2.0,None,0,,None,0,0.000931978225708,0.514866828918,2718.40244603,1.01557993889,,,,,,,,,,,,,,,,,,,,0.5,0.55,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,5,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718.40295815,stop,trianglegray.gif,stop,4.0,None,0,,None,0,0.000949859619141,0.515111923218,2721.40546513,1.06525492668,,,,,,,,,,,,,,,,,,,,0.55,0.6,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,6,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2721.40591812,stop,crosscyan.gif,stop,0.5,None,0,,None,0,0.000946998596191,0.515002012253,2724.40908098,0.966027021408,,,,,,,,,,,,,,,,,,,,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,6,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2724.40953517,stop,hexagonorange.gif,stop,2.0,None,0,,None,0,0.000932931900024,0.515063047409,2727.41264105,1.11557102203,,,,,,,,,,,,,,,,,,,,0.6,0.65,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,7,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2727.41315699,go,squaremagenta.gif,go,0.5,z,1,0.934754133224,None,0,0.000921964645386,0.514748096466,2730.41551518,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,7,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2730.41598511,stop,crosscyan.gif,stop,0.5,None,0,,None,0,0.000962018966675,0.51513504982,2733.41881919,1.16571807861,,,,,,,,,,,,,,,,,,,,0.65,0.7,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,8,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2733.41927814,go,lineyellow.gif,go,2.0,m,1,0.768193006516,None,0,0.00092601776123,0.515289068222,2736.42234302,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,8,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736.42284703,go,hexagonorange.gif,stop,2.0,m,1,0.751441001892,None,0,0.000932931900024,0.514857053757,2739.42539597,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,9,0,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739.4259131,go,invertedtrianglegreen.gif,stop,1.0,m,1,0.617676019669,None,0,0.00092887878418,0.515254974365,2742.42911816,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,9,1,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742.42957616,go,squaremagenta.gif,go,0.5,z,1,0.584192037582,None,0,0.000919818878174,0.515027999878,2745.43217802,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,10,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2745.43264318,go,circleblue.gif,go,1.0,z,1,0.700787067413,None,0,0.000929117202759,0.515372037888,2748.43586802,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,10,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2748.43632913,stop,crosscyan.gif,stop,0.5,m,1,0.634023189545,None,0,0.0013279914856,0.514855861664,2751.4391861,1.21597290039,,,,,,,,,,,,,,,,,,,,0.7,0.65,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,11,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2751.43964505,stop,trianglegray.gif,stop,4.0,None,0,,None,0,0.000931024551392,0.515001058578,2754.44226098,1.0154671669,,,,,,,,,,,,,,,,,,,,0.5,0.55,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,11,1,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754.44271612,stop,trianglegray.gif,stop,4.0,None,0,,None,0,0.000922918319702,0.515444040298,2757.44591308,1.06576514244,,,,,,,,,,,,,,,,,,,,0.55,0.6,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,12,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757.44636798,stop,invertedtrianglegreen.gif,stop,1.0,m,1,0.701302051544,None,0,0.000944137573242,0.514619112015,2760.44929719,1.16535806656,,,,,,,,,,,,,,,,,,,,0.65,0.6,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,12,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760.44977808,go,diamondwhite.gif,go,4.0,None,0,,None,0,0.00106000900269,0.515156030655,2763.45258999,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
