xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2601.14285898,go,circleyellow.gif,go,2.0,z,1,0.400997877121,None,0,0.0168380737305,0.508471012115,,2604.14026904,9,37.9905860424,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604.14076996,stop,squaremagenta.gif,stop,2.0,z,1,0.617767810822,None,0,0.0157890319824,0.514731168747,1.16527199745,2607.14358807,,,,,,,,,,,,,,,,,,,0.65,0.6,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607.14404607,go,hexagoncyan.gif,stop,1.0,z,1,0.75127696991,None,0,0.0124170780182,0.515259027481,,2610.14688706,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610.14737797,go,trianglewhite.gif,stop,0.5,m,1,0.650861978531,None,0,0.0231518745422,0.515192985535,,2613.14984393,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2613.15033698,stop,hexagoncyan.gif,stop,1.0,z,1,0.651304960251,None,0,0.00101900100708,0.515208959579,1.11599707603,2616.15340996,,,,,,,,,,,,,,,,,,,0.6,0.55,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616.15387988,go,invertedtriangleblue.gif,go,0.5,m,1,0.718151807785,None,0,0.103757858276,0.515114068985,,2619.15700197,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2619.15751791,stop,diamondgray.gif,stop,4.0,m,1,0.667496204376,None,0,0.0273320674896,0.515235900879,1.11541295052,2622.160537,,,,,,,,,,,,,,,,,,,0.6,0.55,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622.16105795,go,invertedtriangleblue.gif,go,0.5,z,1,0.417726993561,None,0,0.000895977020264,0.514736890793,,2625.16348004,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625.16393995,stop,squaremagenta.gif,stop,2.0,None,0,,None,0,0.00130295753479,0.515087842941,1.06563282013,2628.16736889,,,,,,,,,,,,,,,,,,,0.55,0.6,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,4,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628.16782403,go,diamondgray.gif,stop,4.0,z,1,0.801357984543,None,0,0.00717902183533,0.514616966248,,2631.17100787,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,5,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2631.17146587,stop,squaremagenta.gif,stop,2.0,z,1,0.634009122849,None,0,0.000921964645386,0.514585971832,1.11543607712,2634.17357707,,,,,,,,,,,,,,,,,,,0.6,0.55,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,5,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2634.17404604,stop,hexagoncyan.gif,stop,1.0,m,1,0.451097011566,None,0,0.00755095481873,0.51509809494,1.06564593315,2637.17790484,,,,,,,,,,,,,,,,,,,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,6,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637.17850184,go,circleyellow.gif,go,2.0,m,1,0.801028966904,None,0,0.0302021503448,0.514501094818,,2640.180511,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,6,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2640.18097401,go,crossgreen.gif,go,1.0,z,1,0.734618902206,None,0,0.0617768764496,0.51521897316,,2643.18377686,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,7,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2643.184237,stop,hexagoncyan.gif,stop,1.0,m,1,0.433872938156,None,0,0.00100803375244,0.515144824982,1.01596593857,2646.18743896,,,,,,,,,,,,,,,,,,,0.5,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,7,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2646.18790007,go,invertedtriangleblue.gif,go,0.5,m,1,0.684952020645,None,0,0.00130701065063,0.515259027481,,2649.19098592,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,8,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2649.19144607,go,lineorange.gif,go,4.0,z,1,0.534214019775,None,0,0.0587921142578,0.515258073807,,2652.19422698,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,8,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2652.19468784,stop,trianglewhite.gif,stop,0.5,z,1,0.701576948166,None,0,0.0360009670258,0.514803886414,1.06563091278,2655.19736385,,,,,,,,,,,,,,,,,,,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,9,0,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655.1978209,stop,diamondgray.gif,stop,4.0,m,1,0.551052808762,None,0,0.00093412399292,0.515115976334,0.965424060822,2658.20090795,,,,,,,,,,,,,,,,,,,0.45,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,9,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2658.20147085,go,crossgreen.gif,go,1.0,m,1,0.717581033707,None,0,0.000928163528442,0.51499414444,,2661.20434785,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,10,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2661.20499206,stop,squaremagenta.gif,stop,2.0,m,1,0.383654117584,None,0,0.000952959060669,0.51515007019,0.914853096008,2664.20799994,,,,,,,,,,,,,,,,,,,0.4,0.35,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,10,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2664.20845294,go,circleyellow.gif,go,2.0,m,1,0.467153072357,None,0,0.00092601776123,0.515137910843,,2667.21121693,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,11,0,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667.21170092,stop,hexagoncyan.gif,stop,1.0,None,0,,None,0,0.000988006591797,0.514793872833,0.864956855774,2670.21438384,,,,,,,,,,,,,,,,,,,0.35,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,11,1,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670.21489692,stop,hexagoncyan.gif,stop,1.0,z,1,0.600859880447,None,0,0.000929117202759,0.515146017075,1.01543903351,2673.21760297,,,,,,,,,,,,,,,,,,,0.5,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,12,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673.21808505,go,crossgreen.gif,go,1.0,z,1,0.684191942215,None,0,0.000927925109863,0.515527963638,,2676.22108603,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,12,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2676.22156906,go,circleyellow.gif,go,2.0,m,1,0.834621906281,None,0,0.000932931900024,0.515179872513,,2679.22458196,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,13,0,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2679.22503901,go,trianglewhite.gif,stop,0.5,m,1,0.467385053635,None,0,0.000990152359009,0.515015125275,,2682.22791195,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,13,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682.22837186,go,circleyellow.gif,go,2.0,z,1,0.684947013855,None,0,0.000931024551392,0.515154838562,,2685.23146796,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,14,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685.23192596,go,lineorange.gif,go,4.0,z,1,0.551608085632,None,0,0.000926971435547,0.514760017395,,2688.23463106,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,14,1,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688.23508906,stop,trianglewhite.gif,stop,0.5,None,0,,None,0,0.000969886779785,0.514952898026,0.916037797928,2691.23833799,,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,15,0,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2691.23879385,go,crossgreen.gif,go,1.0,m,1,0.61784696579,None,0,0.001140832901,0.514794826508,,2694.24138188,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,15,1,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2694.24186206,stop,trianglewhite.gif,stop,0.5,None,0,,None,0,0.000930070877075,0.515132188797,0.96555519104,2697.24496984,,,,,,,,,,,,,,,,,,,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,16,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2697.24546504,stop,squaremagenta.gif,stop,2.0,z,1,0.433929920197,None,0,0.000932931900024,0.515059947968,1.01512289047,2700.247931,,,,,,,,,,,,,,,,,,,0.5,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,16,1,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.24838901,go,circleyellow.gif,go,2.0,m,1,0.400927066803,None,0,0.000951051712036,0.515274047852,,2703.2511909,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,17,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703.2516489,stop,trianglewhite.gif,stop,0.5,None,0,,None,0,0.000927925109863,0.515537023544,0.966060876846,2706.25538397,,,,,,,,,,,,,,,,,,,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,17,1,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706.25587201,go,crossgreen.gif,go,1.0,m,1,0.701580047607,None,0,0.000928163528442,0.514679193497,,2709.25812387,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742.02031898,go,lineorange.gif,go,4.0,z,1,0.450731992722,None,0,0.000887155532837,0.506404161453,,2745.01504803,9,30.9988059998,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2745.01553607,go,invertedtriangleblue.gif,go,0.5,z,1,0.700839996338,None,0,0.000926971435547,0.515424966812,,2748.01880002,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2748.01925492,stop,hexagoncyan.gif,stop,1.0,z,1,0.501371145248,None,0,0.00102210044861,0.514902114868,1.015802145,2751.02227592,,,,,,,,,,,,,,,,,,,0.5,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2751.02279806,stop,trianglewhite.gif,stop,0.5,m,1,0.600997924805,None,0,0.00128197669983,0.514527082443,0.965083122253,2754.02505398,,,,,,,,,,,,,,,,,,,0.45,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754.02550888,go,lineorange.gif,go,4.0,z,1,0.667828083038,None,0,0.000927925109863,0.51535487175,,2757.02882385,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757.02927899,go,crossgreen.gif,go,1.0,z,1,0.467641115189,None,0,0.000927925109863,0.515069007874,,2760.03184891,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760.03238988,go,lineorange.gif,go,4.0,m,1,0.668351173401,None,0,0.00115394592285,0.514827013016,,2763.03537202,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2763.03582597,stop,hexagoncyan.gif,stop,1.0,None,0,,None,0,0.000932931900024,0.515370130539,0.915651082993,2766.03912687,,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2766.03958297,go,squaremagenta.gif,stop,2.0,m,1,0.751722812653,None,0,0.000920057296753,0.514788150787,,2769.04258895,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2769.04309797,go,circleyellow.gif,go,2.0,m,1,0.584755897522,None,0,0.000935077667236,0.514703989029,,2772.04566789,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,5,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2772.04612088,go,trianglewhite.gif,stop,0.5,z,1,0.600848913193,None,0,0.000924110412598,0.515253067017,,2775.04872584,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,5,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2775.04918194,go,squaremagenta.gif,stop,2.0,m,1,0.434428215027,None,0,0.000960826873779,0.515156030655,,2778.05267692,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778.05319405,go,hexagoncyan.gif,stop,1.0,m,1,0.434604883194,None,0,0.000946044921875,0.514671087265,,2781.05556297,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2781.05622101,stop,squaremagenta.gif,stop,2.0,z,1,0.484586954117,None,0,0.0010359287262,0.514680862427,0.965949058533,2784.05899692,,,,,,,,,,,,,,,,,,,0.45,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,7,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784.05945301,go,invertedtriangleblue.gif,go,0.5,z,1,0.784317016602,None,0,0.000929832458496,0.515559911728,,2787.06248188,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,7,1,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.06293607,go,trianglewhite.gif,stop,0.5,z,1,0.81825709343,None,0,0.000946998596191,0.515467882156,,2790.06560302,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,8,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2790.06605792,go,circleyellow.gif,go,2.0,z,1,0.801373004913,None,0,0.000977993011475,0.51532292366,,2793.06939793,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,8,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2793.06985497,stop,squaremagenta.gif,stop,2.0,None,0,,None,0,0.000921010971069,0.515203952789,0.915548086166,2796.07276988,,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,9,0,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2796.07322288,go,invertedtriangleblue.gif,go,0.5,m,1,0.517488002777,None,0,0.000931024551392,0.514946937561,,2799.07614803,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,9,1,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2799.07664895,go,lineorange.gif,go,4.0,z,1,0.81781411171,None,0,0.000960111618042,0.514761209488,,2802.07946205,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,10,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2802.07993388,go,invertedtriangleblue.gif,go,0.5,z,1,0.53427195549,None,0,0.000952005386353,0.515355825424,,2805.08262587,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
